# Wed 18 May 2022 10:25:34 AM EEST
Genbank;Id;RsUid;GbUid;AssemblyAccession;LastMajorReleaseAccession;ChainId;AssemblyName;Taxid;Organism;SpeciesTaxid;SpeciesNAme;AssemblyType;AssemblyStatus;Isolate;Sub_type;Sub_value;Coverage;ContigN50;ScaffoldN50;Title;Host;Strain;Isolation_source;Collection_date;Geo_loc_name
GCA_009676605.1;5341661;15490728;15461968;GCF_009676605.1;GCF_009676605.1;9676605;ASM967660v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;ICU331;150;4995994;4995994;Microbe sample from Stenotrophomonas maltophilia;missing;ICU331;missing;2018;Germany
GCA_009676585.1;5341651;15491068;15461948;GCF_009676585.1;GCF_009676585.1;9676585;ASM967658v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;PEG-141;150;5002295;5002295;Microbe sample from Stenotrophomonas maltophilia;missing;PEG-141;missing;2018;Germany
GCA_009676565.1;5341641;15484608;15461928;GCF_009676565.1;GCF_009676565.1;9676565;ASM967656v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;PEG-173;150;4769515;4769515;Microbe sample from Stenotrophomonas maltophilia;missing;PEG-173;missing;2018;Germany
GCA_009676545.1;5341631;15490388;15461908;GCF_009676545.1;GCF_009676545.1;9676545;ASM967654v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;PEG-305;150;4495508;4495508;Microbe sample from Stenotrophomonas maltophilia;missing;PEG-305;missing;2018;Germany
GCA_009676525.1;5341621;15490888;15461888;GCF_009676525.1;GCF_009676525.1;9676525;ASM967652v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;PEG-42;150;4854802;4854802;Microbe sample from Stenotrophomonas maltophilia;missing;PEG-42;missing;2018;Germany
GCA_009676505.1;5341611;15521008;15461868;GCF_009676505.1;GCF_009676505.1;9676505;ASM967650v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;PEG-390;150;4554024;4554024;Microbe sample from Stenotrophomonas maltophilia;missing;PEG-390;missing;2018;Germany
GCA_009676485.1;5341601;15490688;15461848;GCF_009676485.1;GCF_009676485.1;9676485;ASM967648v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;PEG-68;150;4635025;4635025;Microbe sample from Stenotrophomonas maltophilia;missing;PEG-68;missing;2018;Germany
GCA_009676465.1;5341591;15490948;15461828;GCF_009676465.1;GCF_009676465.1;9676465;ASM967646v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;SKK55;150;4675446;4675446;Microbe sample from Stenotrophomonas maltophilia;missing;SKK55;missing;2018;Germany
GCA_009676445.1;5341581;15491088;15461808;GCF_009676445.1;GCF_009676445.1;9676445;ASM967644v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;sm-RA9;150;5007582;5007582;Microbe sample from Stenotrophomonas maltophilia;missing;sm-RA9;missing;2018;Germany
GCA_009676425.1;5341571;15490328;15461788;GCF_009676425.1;GCF_009676425.1;9676425;ASM967642v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;sm454;150;4685439;4685439;Microbe sample from Stenotrophomonas maltophilia;missing;sm454;missing;2018;Germany
GCA_009676405.1;5341561;15484948;15461768;GCF_009676405.1;GCF_009676405.1;9676405;ASM967640v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;Sm53;150;4682439;4682439;Microbe sample from Stenotrophomonas maltophilia;missing;Sm53;missing;2018;Germany
GCA_009676385.1;5341551;15516148;15461748;GCF_009676385.1;GCF_009676385.1;9676385;ASM967638v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;U5;150;4541638;4541638;Microbe sample from Stenotrophomonas maltophilia;missing;U5;missing;2018;Germany
GCA_009618035.1;5205321;15405338;15154078;GCF_009618035.1;GCF_009618035.1;9618035;ASM961803v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;KMM 349;351;4578300;4578300;Stenotrophomonas maltophilia KMM 349;;KMM 349;;1991;not applicable
GCA_008693985.1;4720911;14099708;14067888;GCF_008693985.1;GCF_008693985.1;8693985;ASM869398v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;FDAARGOS_649;676.4;4625884;4625884;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;FDAARGOS_649;clinical isolate;Unknown;USA: DC
GCA_008553765.1;4640881;13966438;13906128;GCF_008553765.1;GCF_008553765.1;8553765;ASM855376v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;ptp 12.25;100;179424;243816;Pathogen: environmental/food/other sample from Stenotrophomonas maltophilia;;ptp 12.25;ballast water;2017-05-17;Malaysia: Tanjung Pelepas Port
GCA_008502035.1;4621661;13966338;13854118;GCF_008502035.1;GCF_008502035.1;8502035;CC2;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;CC2;89;348133;348133;MIGS Cultured Bacterial/Archaeal sample from Stenotrophomonas maltophilia;;CC2;;2014-12;Nigeria:Ibadan
GCA_008326785.1;4539481;13751528;13662508;GCF_008326785.1;GCF_008326785.1;8326785;CRB139-1_v1.0;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;CRB139-1;90;18561;4618049;Stenotrophomonas maltophilia CRB139-1;;CRB139-1;;2015;Japan
GCA_008093005.1;4424761;null;13406358;GCA_008093005.1;GCA_008093005.1;8093005;PDT000056899.2;149539;Salmonella enterica subsp. enterica serovar Enteritidis (enterobacteria);28901;null;haploid;Contig;null;strain;40324;45;112565;112565;Salmonella enterica subsp I enterica serovar Enteritidis 40324;Homo sapiens;40324;human;2014-08;United Kingdom: North of England
GCA_008080405.1;4397341;13398378;13346858;GCF_008080405.1;GCF_008080405.1;8080405;ASM808040v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STN-MAK6;30;52130;52130;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;STN-MAK6;missing;2018;Lebanon
GCA_902387615.1;4352791;13341838;13238968;GCF_902387615.1;GCF_902387615.1;902387615;UHGG_MGYG-HGUT-02481;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;MGYG-HGUT-02481;null;null;10;52023;52023;Human gut genome;;;;;GCA_902386605.1;4351821;13335628;13237028;GCF_902386605.1;GCF_902386605.1;902386605;UHGG_MGYG-HGUT-02382;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;MGYG-HGUT-02382;null;null;10;32349;52610;Human gut genome;;;;;GCA_902386495.1;4351731;13337858;13236848;GCF_902386495.1;GCF_902386495.1;902386495;UHGG_MGYG-HGUT-02381;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;MGYG-HGUT-02381;null;null;10;108719;157671;Human gut genome;;;;;GCA_003057835.2;4287941;13189608;13087438;GCF_003057835.2;GCF_003057835.2;3057835;ASM305783v2;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;17307;93;195024;195024;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;17307;sputum from cystic fibrosis patient;2014-01-07;Brazil
GCA_007833655.1;4256601;22232098;12997918;GCF_007833655.1;GCF_007833655.1;7833655;ASM783365v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;SM 866;60;5086181;5086181;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM 866;;2013;India
GCA_006974125.1;3817311;12207758;12068218;GCF_006974125.1;GCF_006974125.1;6974125;ASM697412v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;X28;56.5;4554224;4554224;Stenotrophomonas maltophilia X28 from aerobic granular sludge;;X28;aerobic granular sludge;2017-05-30;China:North China Plain
GCA_006970445.1;3815491;22203908;12064448;GCF_006970445.1;GCF_006970445.1;6970445;ASM697044v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Chromosome;null;strain;291;100;4168500;4549249;Microbe sample from Stenotrophomonas maltophilia;Calibrachoa elegans;291;rhizosphere;2016;Brazil: Iron Quadrangle, Minas Gerais, Nova Lima
GCA_006716455.1;3677481;11981858;11779248;GCF_006716455.1;GCF_006716455.1;6716455;ASM671645v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;1190;338;768823;1400552;Stenotrophomonas maltophilia 1190;not applicable;1190;missing;missing;missing
GCA_006385505.1;3522571;11515108;11391548;GCF_006385505.1;GCF_006385505.1;6385505;ASM638550v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PF-8;530;405440;405440;Microbe sample from Stenotrophomonas maltophilia;;PF-8;Grower Feed;2017-12;USA: Fayetteville AR
GCA_006385415.1;3522521;11515088;11391448;GCF_006385415.1;GCF_006385415.1;6385415;ASM638541v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PF-4;485;351312;351312;Microbe sample from Stenotrophomonas maltophilia;;PF-4;Grower Feed;2017-12;USA: Fayetteville AR
GCA_006385275.1;3522481;11514968;11391368;GCF_006385275.1;GCF_006385275.1;6385275;ASM638527v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;629SM;50;74938;85156;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;629SM;;2015-03-06;Madagascar
GCA_006385195.1;3522431;11514948;11391268;GCF_006385195.1;GCF_006385195.1;6385195;ASM638519v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;646SM;50;133330;154879;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;646SM;;2015-03-02;Madagascar
GCA_006385155.1;3522421;11515328;11391258;GCF_006385155.1;GCF_006385155.1;6385155;ASM638515v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;517SM;50;106308;111644;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;517SM;;2015-01-23;Madagascar
GCA_006370585.1;3515101;11514828;11354558;GCF_006370585.1;GCF_006370585.1;6370585;ASM637058v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;476BLSM_MAD;50;91848;132935;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;476BLSM_MAD;environmental;2015-07-03;Madagascar
GCA_901482485.1;3505961;13009368;11336328;GCF_901482485.1;GCF_901482485.1;901482485;44343_A01;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;NCTC10499;100;19680;19680;NCTC10499;;NCTC10499;;;GCA_006149095.1;3348161;11022008;11016648;GCF_006149095.1;GCF_006149095.1;6149095;ASM614909v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;SMYN43;100;403828;923543;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SMYN43;urine;2017;China
GCA_006120775.1;3334001;11020738;10986168;GCF_006120775.1;GCF_006120775.1;6120775;ASM612077v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;SMYN45;100;285831;347834;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SMYN45;sputum;2017;China
GCA_006120755.1;3333991;11019938;10986158;GCF_006120755.1;GCF_006120755.1;6120755;ASM612075v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;SMYN44;100;158148;193858;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SMYN44;urine;2017;China
GCA_006120765.1;3333981;11020618;10986148;GCF_006120765.1;GCF_006120765.1;6120765;ASM612076v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;SMYN42;100;403835;679901;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SMYN42;urine;2017;China
GCA_003062365.2;3208481;10747768;10722648;GCF_003062365.2;GCF_003062365.2;3062365;ASM306236v2;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;15180;86;165645;165645;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;15180;sputum;2012-09-10;Brazil
GCA_003062375.2;3208411;10747128;10722508;GCF_003062375.2;GCF_003062375.2;3062375;ASM306237v2;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;16185;87;166323;166323;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;16185;sputum;2013-03-11;Brazil
GCA_005464575.1;2911621;null;10081388;GCA_005464575.1;GCA_005464575.1;5464575;PDT000410348.1;28901;Salmonella enterica (enterobacteria);28901;null;haploid;Contig;null;strain;O-ZS222;163;40324;40324;Pathogen: environmental/food/other sample from Salmonella enterica;;O-ZS222;;2015-11-18;Ecuador
GCA_004920835.1;2640201;9725508;9500638;GCF_004920835.1;GCF_004920835.1;4920835;ASM492083v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;NEC1;50;122165;122165;Pathogen: environmental/food/other sample from Stenotrophomonas maltophilia;;NEC1;Hospital hot water tap;2016-03;USA: Michigan
GCA_004920755.1;2640141;9725278;9500538;GCF_004920755.1;GCF_004920755.1;4920755;ASM492075v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;RC09;50;90461;90461;Pathogen: environmental/food/other sample from Stenotrophomonas maltophilia;;RC09;Residence cold water tap;2016-06;USA: Michigan
GCA_004794075.1;2563121;9334078;9299968;GCF_004794075.1;GCF_004794075.1;4794075;ASM479407v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;NM62_B4-13;700;230190;230190;MIGS Cultured Bacterial/Archaeal sample from Stenotrophomonas maltophilia;Mus musculus;NM62_B4-13;gut;2016;Canada: Toronto
GCA_004793415.1;2562751;9333518;9299268;GCF_004793415.1;GCF_004793415.1;4793415;ASM479341v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SMYN41;100;150417;150417;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SMYN41;urine;2017;China
GCA_004684085.1;2514631;9169928;9166608;GCF_004684085.1;GCF_004684085.1;4684085;ASM468408v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;D5.1;30;90353;90353;Gold-Bearing Sediments;;D5.1;;2016-10-16;Australia: Donnybrook
GCA_004522525.1;2434451;8999318;8973738;GCF_004522525.1;GCF_004522525.1;4522525;ASM452252v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STN-AUH4;30;173764;173764;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;STN-AUH4;;2018;Lebanon
GCA_004522445.1;2434431;8999898;8973658;GCF_004522445.1;GCF_004522445.1;4522445;ASM452244v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STN-AUH5;30;116065;116065;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;STN-AUH5;;2018;Lebanon
GCA_004522405.1;2434411;9000778;8973578;GCF_004522405.1;GCF_004522405.1;4522405;ASM452240v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STN-AUH3;30;98908;98908;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;STN-AUH3;;2018;Lebanon
GCA_004522395.1;2434401;8999838;8973538;GCF_004522395.1;GCF_004522395.1;4522395;ASM452239v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STN-AUH2;30;92813;92813;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;STN-AUH2;;2018;Lebanon
GCA_004522355.1;2434371;8999798;8973438;GCF_004522355.1;GCF_004522355.1;4522355;ASM452235v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;STN-AUH1;30;201650;201650;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;STN-AUH1;;2018;Lebanon
GCA_004346945.1;2344481;8757468;8738668;GCF_004346945.1;GCF_004346945.1;4346945;ASM434694v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Chromosome;null;strain;SVIA2;100;179965;4499711;Microbe sample from Stenotrophomonas maltophilia;;SVIA2;soil;2016-08;Mexico: Tabasco
GCA_003970865.1;2183791;8185648;8130208;GCF_003970865.1;GCF_003970865.1;3970865;ASM397086v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;MDMC339;209;57069;57069;Microbe sample from Stenotrophomonas maltophilia;;MDMC339;desert sand;2002-02-12;Morocco: Merzouga
GCA_900636905.1;2179981;8153178;8122318;GCF_900636905.1;GCF_900636905.1;900636905;44982_B01;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;NCTC10259;100;4563878;4563878;NCTC10259;;NCTC10259;;;GCA_900636655.1;2179741;8464998;8121828;GCF_900636655.1;GCF_900636655.1;900636655;43781_D01;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;NCTC13014;100;4592627;4592627;NCTC13014;;NCTC13014;;;GCA_003938995.1;2164681;8107648;8073838;GCF_003938995.1;GCF_003938995.1;3938995;ASM393899v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;FDAARGOS_508;1241;4807339;4807339;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;FDAARGOS_508;Throat (pharynx);2015-12-21;USA: DC
GCA_003935825.1;2163101;8107608;8070678;GCF_003935825.1;GCF_003935825.1;3935825;ASM393582v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;SM_163;28;206374;220627;Microbe sample from Stenotrophomonas maltophilia;;SM_163;washroom sink in hospital intensive care unit;2016-02;Pakistan
GCA_003935735.1;2163051;8089248;8070598;GCF_003935735.1;GCF_003935735.1;3935735;ASM393573v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;SM_220;27;112348;112348;Microbe sample from Stenotrophomonas maltophilia;;SM_220;alcohol foam dispenser in hospital intensive care unit;2016-01;Pakistan
GCA_003935615.1;2163001;8089188;8070498;GCF_003935615.1;GCF_003935615.1;3935615;ASM393561v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;SM_069;19;116492;129943;Microbe sample from Stenotrophomonas maltophilia;;SM_069;washroom sink in hospital intensive care unit;2016-03;Pakistan
GCA_003935335.1;2162871;8107508;8070228;GCF_003935335.1;GCF_003935335.1;3935335;ASM393533v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;SM_031;66;120089;135410;Microbe sample from Stenotrophomonas maltophilia;;SM_031;washroom sink in hospital intensive care unit;2016-01;Pakistan
GCA_003935255.1;2162861;8106468;8070168;GCF_003935255.1;GCF_003935255.1;3935255;ASM393525v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;SM_055;24;172727;187325;Microbe sample from Stenotrophomonas maltophilia;;SM_055;washroom sink in hospital intensive care unit;2016-02;Pakistan
GCA_003935325.1;2162851;8107488;8070208;GCF_003935325.1;GCF_003935325.1;3935325;ASM393532v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;SM_047;11;64416;67222;Microbe sample from Stenotrophomonas maltophilia;;SM_047;washroom sink in hospital intensive care unit;2016-02;Pakistan
GCA_003935155.1;2162761;8106788;8070038;GCF_003935155.1;GCF_003935155.1;3935155;ASM393515v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;SM_218;23;101274;101274;Microbe sample from Stenotrophomonas maltophilia;;SM_218;washroom sink in hospital intensive care unit;2016-01;Pakistan
GCA_003812985.1;2113391;7935828;7902538;GCF_003812985.1;GCF_003812985.1;3812985;ASM381298v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;FDAARGOS_507;19.19;4577568;4577568;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;FDAARGOS_507;sputum;2015-12-27;not applicable
GCA_003751565.1;2087651;7901238;7823468;GCF_003751565.1;GCF_003751565.1;3751565;ASM375156v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;BIGb0219;371;384580;384580;Stenotrophomonas maltophilia BIGb0219;not applicable;BIGb0219;missing;missing;missing
GCA_003667305.1;2023431;null;7607458;GCA_003667305.1;GCA_003667305.1;3667305;KYO_Dcav_2;361096;Speleostelium caveatum (cellular slime molds);361096;null;haploid;Scaffold;B4-3;null;null;35;3190;40324;Invertebrate sample from Speleostelium caveatum;missing;;missing;1982;USA
GCA_003487985.1;1934361;null;7317848;GCA_003487985.1;GCA_003487985.1;3487985;ASM348798v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA11744;null;null;8.63;6255;8186;Uncultivated Stenotrophomonas maltophilia genome recovered from SRX823181;;;terrestrial;not applicable;not applicable
GCA_003385135.1;1863191;7085028;7072918;GCF_003385135.1;GCF_003385135.1;3385135;ASM338513v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;AU30115;42;94013;94013;Stenotrophomonas maltophilia AU30115 from Cystic fibrosis sputum;Homo sapiens;AU30115;sputum;2014;USA:Texas
GCA_003385015.1;1863121;7087788;7072788;GCF_003385015.1;GCF_003385015.1;3385015;ASM338501v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;AU32848;41;63306;63306;Stenotrophomonas maltophilia AU32848 from Cystic fibrosis sputum;Homo sapiens;AU32848;sputum;2015;USA:Nebraska
GCA_003342795.1;1834701;6964068;6954178;GCF_003342795.1;GCF_003342795.1;3342795;ASM334279v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM7059;289.14;204159;204159;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;SM7059;ascites;2017-12-12;China:Nanjing
GCA_900475685.1;1771591;6725418;6715648;GCF_900475685.1;GCF_900475685.1;900475685;46463_B01;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;NCTC10498;100;4661352;4661352;NCTC10498;;NCTC10498;;;GCA_900475405.1;1771301;6723478;6714988;GCF_900475405.1;GCF_900475405.1;900475405;44087_C01;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;NCTC10258;100;4481118;4481118;NCTC10258;;NCTC10258;;;GCA_003244885.1;1762231;6702988;6677338;GCF_003244885.1;GCF_003244885.1;3244885;ASM324488v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-760;109;37857;37857;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-760;respiratory;2010;India
GCA_003244865.1;1762221;6700788;6677318;GCF_003244865.1;GCF_003244865.1;3244865;ASM324486v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-1389;314;64824;64824;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-1389;blood;2010;India
GCA_003244855.1;1762201;6703528;6677278;GCF_003244855.1;GCF_003244855.1;3244855;ASM324485v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-3112;207;69629;69629;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-3112;respiratory;2012;India
GCA_003244785.1;1762191;6703708;6677258;GCF_003244785.1;GCF_003244785.1;3244785;ASM324478v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-24179;252;76600;76600;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-24179;blood;2012;India
GCA_003244805.1;1762181;6701748;6677248;GCF_003244805.1;GCF_003244805.1;3244805;ASM324480v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-13670;240;62147;62147;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-13670;blood;2012;India
GCA_003244795.1;1762171;6703048;6677238;GCF_003244795.1;GCF_003244795.1;3244795;ASM324479v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-1006;339;76996;76996;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-1006;blood;2013;India
GCA_003244775.1;1762161;6701058;6677218;GCF_003244775.1;GCF_003244775.1;3244775;ASM324477v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-5815;125;48474;48474;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-5815;blood;2010;India
GCA_003244715.1;1762151;6702848;6677178;GCF_003244715.1;GCF_003244715.1;3244715;ASM324471v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-19467;201;54275;54275;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-19467;blood;2012;India
GCA_003244725.1;1762141;6700908;6677168;GCF_003244725.1;GCF_003244725.1;3244725;ASM324472v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-11522;238;66742;66742;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-11522;blood;2012;India
GCA_003244735.1;1762131;6703588;6677158;GCF_003244735.1;GCF_003244735.1;3244735;ASM324473v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-30540;197;54368;54368;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-30540;blood;2013;India
GCA_003244695.1;1762121;6700978;6677118;GCF_003244695.1;GCF_003244695.1;3244695;ASM324469v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-480;210;81284;81284;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-480;respiratory;2013;India
GCA_003244625.1;1762111;6702448;6677098;GCF_003244625.1;GCF_003244625.1;3244625;ASM324462v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-3226;157;44537;44537;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-3226;blood;2012;India
GCA_003244645.1;1762101;6703208;6677088;GCF_003244645.1;GCF_003244645.1;3244645;ASM324464v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-7882;407;62986;62986;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-7882;respiratory;2012;India
